lemma	pos	semantic_tags
gitaarspeelster	NOUN	K2/S2mf
gitariste	NOUN	K2/S2mf
gitaarspeler	NOUN	K2/S2mf
goedgelovig	ADJ	S1.2.6-
inslikken	VERB	B1
slokken	VERB	B1
tandvlees	NOUN	O1.1 F2 B1
levenslust	NOUN	X9.1+
ondernemerszin	NOUN	X9.1+
opdrijven	VERB	G3
buskruit	NOUN	G3/O1.1
vlaag	NOUN	W3 W4
uitbranden	VERB	F1 A1.1.2 A1.1.1
keelklank	NOUN	Q3
sportschool	NOUN	K5.1/H1
gymnastiekzaal	NOUN	K5.1/H1 K5.1/H2
turnzaal	NOUN	K5.1/H1 K5.1/H2
gynaecologe	NOUN	B3/S2mf
vrouwenarts	NOUN	B3/S2mf
zigeunerin	NOUN	Z2/S2mf
automatisme	NOUN	S1.1.1 A6.2+ B5@
pij	NOUN	S1.1.1 A6.2+ B5@
habijt	NOUN	S1.1.1 A6.2+ B5@
tenue	NOUN	S1.1.1 A6.2+ B5@
bewoonbare	ADJ	H4
leefgebied	NOUN	H4
taxichauffeuse	NOUN	Q4.2/S2mf Y2 K5.1
beugelzaag	NOUN	O2
schelvis	NOUN	F1c L2mfnc
furie	NOUN	S2.1f/O4.2-
helleveeg	NOUN	S2.1f/O4.2-
tovenares	NOUN	S2.1f/O4.2-
afdingen	VERB	Q2.2
hagelen	VERB	Q2.2 W4 M6
kapster	NOUN	B4/S2mf
föhn	NOUN	B4/O3
onbehaard	ADJ	O4.2
haarspeld	NOUN	B5
haarnaald	NOUN	B5
coiffure	NOUN	B4
behaard	ADJ	O4.1/O4.5 A7- A15- E5-
helft	NOUN	N5c
halvemaan	NOUN	O4.4
halfgaar	ADJ	F1 X7- S1.2.6-
halveringstijd	NOUN	Y1 B1
halfweg	ADV	M6 N5 T1.2
studentenflat	NOUN	H2 H1 S9/H1c
meesterteken	NOUN	A4.2+ Q1.1
keurteken	NOUN	A4.2+ Q1.1
merkteken	NOUN	A4.2+ Q1.1
kenteken	NOUN	A4.2+ Q1.1
heiligen	NOUN	S9/S2mf
waanbeeld	NOUN	B2-/X1
hallucinogeen	NOUN	F3
halo	NOUN	S9 B3
stoppen	ADJ	T2- M8
onderbreken	ADJ	T2- M8
hesp	NOUN	F1 S2/E2+mf K4/S2mf
knieboog	NOUN	F1 S2/E2+mf K4/S2mf
radioamateur	NOUN	F1 S2/E2+mf K4/S2mf
hamburgse	NOUN	F1
uithoek	NOUN	M7
gehucht	NOUN	M7
negorij	NOUN	M7
timmeren	VERB	A1.1.1 Q2.2 S7.1+ A1.5.1/N5++
inhameren	VERB	A1.1.1 Q2.2 S7.1+ A1.5.1/N5++
wasmand	NOUN	O2
sluitmand	NOUN	O2
waarloos	NOUN	O2
beletsel	NOUN	O2
pakmand	NOUN	O2
inkorven	VERB	S8-
werkkracht	NOUN	B1 O2 S8+ K5.2 I3.1/S2mf X9.1+/S2mf
matroos	NOUN	B1 O2 S8+ K5.2 I3.1/S2mf X9.1+/S2mf
handgreep	NOUN	B1 O2 S8+ K5.2 I3.1/S2mf X9.1+/S2mf
speelhand	NOUN	B1 O2 S8+ K5.2 I3.1/S2mf X9.1+/S2mf
werkman	NOUN	B1 O2 S8+ K5.2 I3.1/S2mf X9.1+/S2mf
handschift	NOUN	B1 O2 S8+ K5.2 I3.1/S2mf X9.1+/S2mf
hands	NOUN	K5.2
handsbal	NOUN	K5.2
handbreed	NOUN	N5 A12-
handbreedte	NOUN	N5 A12-
handenbinder	NOUN	N5 A12-
behinderd	ADJ	B2- S8- B2-/S2c
andersvalide	ADJ	B2- S8- B2-/S2c
hanteren	VERB	A1.1.1 S7.1+ X9.2+
aanpakken	VERB	A1.1.1 S7.1+ X9.2+
verantwoordelijke	NOUN	L2/S2mf S2mf
behandelaar	NOUN	L2/S2mf S2mf
dienstmaagd	NOUN	S7.1-/S2.1f S8+
hand-out	NOUN	A9- I1.1 Q1.2
handout	NOUN	A9- I1.1 Q1.2
volhangen	VERB	M2 M1 M8 G2.1 S7.1-
uithangen	VERB	M2 M1 M8 G2.1 S7.1-
ophangen	VERB	M2 M1 M8 G2.1 S7.1-
drapperie	NOUN	M2 M1 M8 G2.1 S7.1-
wandtapijt	NOUN	M2 M1 M8 G2.1 S7.1-
verhangen	NOUN	M2 M1 M8 G2.1 S7.1-
verhanging	NOUN	M2 M1 M8 G2.1 S7.1-
hangende	ADJ	M2 M1 M8 G2.1
galgje	NOUN	G2.1/S2.2m
ongeordend	ADJ	N6
onfortuinlijk	ADJ	A1.4-
voorbode	NOUN	N4/Q1.1
kalkrijk	ADJ	O4.5 A12- S1.2.5+ O4.1
halsstarrig	ADJ	S1.2.5+ S1.2.6+ E1-
zwaarbevochten	ADJ	S1.1.4+ X8+ A12-
verstevigen	VERB	O4.5/A2.1
verharden	VERB	O4.5/A2.1
ondraaglijkheid	NOUN	A12-
vrouwenverblijf	NOUN	S4c
harlekijn	NOUN	E4.1+/S2.2m
temeier	NOUN	G2.2-/S2.1f
ongevaarlijk	ADJ	E3+
onschadelijk	ADJ	E3+
samenklank	NOUN	S1.2.1+ K2 A6.1+
aanwenden	VERB	L2 A1.5.1
optuigen	VERB	L2 A1.5.1
doordrammen	VERB	Q2.1
verstorend	ADJ	E4.1-
hertenbok	NOUN	L2mfn
reebok	NOUN	L2mfn
oogsttijd	NOUN	F4
oogstfeest	NOUN	F4
behalen	VERB	F4 A9+
hachee	NOUN	F1 F3
hekje	NOUN	F1 F3
kruisje	NOUN	F1 F3
poeha	NOUN	A12-
verhaasten	VERB	N3.8+
petje	NOUN	B5 I3.1@
uitkomen	VERB	L2 X2.1
doorgeefluik	NOUN	H5 O2
handbijl	NOUN	O2
haatdragend	ADJ	E2-
trefpunt	NOUN	M7
beklemmen	VERB	S9 E6- M1/N6+ S9 E6- M1/N6+
rondspoken	VERB	S9 E6- M1/N6+ S9 E6- M1/N6+
vrijhaven	NOUN	M7/A15+
haagdoorn	NOUN	L3
meidoorn	NOUN	L3
heiigheid	NOUN	W4 O1.3
troebeling	NOUN	W4 O1.3
heiig	ADJ	W4 A7-
ie	PRON	Z8m
cheffin	NOUN	B1 S7.1+/S2mf P1/S2mf X1 M6 A4.1 S2mf F2 H5/M4%
hoofdmeester	NOUN	B1 S7.1+/S2mf P1/S2mf X1 M6 A4.1 S2mf F2 H5/M4%
aanvoeren	VERB	S7.1+ K5.1 M1 N5 A2.1+ A11.1+ Q1.2 T1.1.3
kopzorg	NOUN	B2- E6-
hoofdbreker	NOUN	B2- E6-
koppijn	NOUN	B2- E6-
kopbal	NOUN	K5.1 Q1.2 M1
koppensneller	NOUN	I3.1/S2mf
landtong	NOUN	W3
schoolhoofd	NOUN	P1/S2.2m
koptelefoon	NOUN	K3
hoofdsteun	NOUN	H5
headset	NOUN	Y2 K3 Q1.3
balhoofd	NOUN	Y2 K3 Q1.3
heleres	NOUN	B3/S2mf B3
genezeres	NOUN	B3/S2mf B3
duchtig	ADJ	B2+ X9.2+ A5.1+
hartig	ADJ	B2+ X9.2+ A5.1+
mensenmassa	NOUN	N5+
horend	ADJ	X3.2
de-audituverklaring	NOUN	Q2.1
katafalk	NOUN	L1-/M3fn
rouwkoets	NOUN	L1-/M3fn
overhuiving	NOUN	L1-/M3fn
graftombe	NOUN	L1-/M3fn
lijkwagen	NOUN	L1-/M3fn
lijkkist	NOUN	L1-/M3fn
harten	NOUN	B1 M6 A11.1+ E1 X5.2+
hartritme	NOUN	B1
harteklop	NOUN	B1
maagzuur	NOUN	B2-
machtig	ADJ	S1.2.1+ E5+ B2+ A5.4+ F1/E4.2+
stevig	ADJ	S1.2.1+ E5+ B2+ A5.4+ F1/E4.2+
tochtig	NOUN	O4.6+ E1 A1.1.1 S7.3
krols	NOUN	O4.6+ E1 A1.1.1 S7.3
voorrronde	NOUN	O4.6+ E1 A1.1.1 S7.3
loops	NOUN	O4.6+ E1 A1.1.1 S7.3
pikantheid	NOUN	O4.6+ E1 A1.1.1 S7.3
broeds	NOUN	O4.6+ E1 A1.1.1 S7.3
hei	NOUN	W3/L3
ongelovig	ADJ	S9
ongelovige	NOUN	S9/S2mf
filistijn	NOUN	S9/S2mf
dopheide	NOUN	W3/L3
zwaarheid	NOUN	N3.5 A11.1+ A12-
serieus	ADJ	N3.5+ S1.2.5+ N5+ O4.1 E4.1- W4 A12- A1.1.1 N3.2+ A1.1.2@
hardhandig	ADJ	S1.2.5+ O4.2- E3-
bunder	NOUN	N3.6
behartigen	VERB	X5.1+
kapje	NOUN	B1 B5
kontje	NOUN	B1 B5
gewichtigheid	NOUN	N3.2+ A11.1+
fors	ADJ	N3.2+
heerschap	NOUN	S7.1+
preponderantie	NOUN	S7.1+
opvolgster	NOUN	S4mf
wentelwiek	NOUN	M5
schroeflijn	NOUN	O4.4
goeiendag	INTJ	Z4
met	INTJ	Z4
tot	INTJ	Z4
goedendag	INTJ	Z4
goeiedag	INTJ	Z4
hai	INTJ	Z4
goededag	INTJ	Z4
hé	INTJ	Z4
helmstok	NOUN	M4 M4/S2mf
roerganger	NOUN	M4 M4/S2mf
helpster	NOUN	S8+
behulpzaam	ADJ	S8+
holderdebolder	ADV	A1.3-
zomen	VERB	B5
hemisfeer	NOUN	W3 B1
aambei	NOUN	B2-
legkip	NOUN	L2fn
leghen	NOUN	L2fn
moederkloek	NOUN	L2fn
heen	ADV	A2.2
hiervandaan	ADV	A2.2
derhalve	ADV	A2.2
meeloper	NOUN	G2.2-/S2.2m
aanhanger	NOUN	G2.2-/S2.2m
trawant	NOUN	G2.2-/S2.2m
leverontsteking	NOUN	B2-
inluiden	VERB	Q2.2
verkondiger	NOUN	Q2.2/S2mf G1.1/S2mf
geneeskruid	NOUN	L3 F1
keukenkruid	NOUN	L3 F1
hierdoor	ADV	Z5
erf-	ADJ	A9+/S4
hiervan	ADV	Z5
dwaalleer	NOUN	X2.1 S9
hiertevoren	ADV	N4
wetende	ADV	M6 A2.2
hernia	NOUN	B2-
heroïsch	ADJ	E5+
heldenmoed	NOUN	E5+
zijzelf	PRON	Z8f
schoorvoetend	ADJ	A7-
weifelend	ADJ	A7-
heterogene	ADJ	A6.3+
boetseren	VERB	A1.1.1
hola	INTJ	Z4
hela	INTJ	Z4
hoogtijdag	NOUN	X9.2+/T1.3
interruptie	NOUN	T2-/T1.3
hiaat	NOUN	T2-/T1.3
hibernatie	NOUN	A1.1.1- L2
verscholen	ADJ	A10-
versluierd	ADJ	A10-
obscuur	ADJ	A10-
wegstoppen	VERB	A10-
rangorde	NOUN	S7.1+
hiëroglifisch	ADJ	Q1.2 A12-
high	ADJ	N3.7+ N5+ A11.1+ S7.1+ A5.1+ T3- X3.2 G2.2+ E4.1+ I1.3+ F3 O4.2- O4.6+ S9
kinderstoel	NOUN	H5
autostrade	NOUN	M3
autosnelweg	NOUN	M3
autoroute	NOUN	M3
kapen	VERB	G2.1- A9+/G2.2-
gijzeling	NOUN	G2.1- A9+/G2.2-
hijzelf	PRON	Z8m
zich	PRON	Z8m
har	NOUN	O2
nijlpaard	NOUN	L2
aanwerven	VERB	I2.2 I3.1
gesis	NOUN	X3.2 Q2.2
tss	NOUN	X3.2 Q2.2
sis	NOUN	X3.2 Q2.2
sissen	VERB	X3.2 Q2.2
geschiedkundige	NOUN	P1/T1.1.1/S2mf
geschiedkundig	ADJ	T1.1.1 T3+
historie	NOUN	T1.1.1 P1/T1.1.1 Q2.1 B2
tref	NOUN	E3- X9.2+ K3 G3
schlager	NOUN	E3- X9.2+ K3 G3
raken	VERB	E3- A1.1.1 A2.1+ A11.2+ A10+ M1 G3
trekhaak	NOUN	A12-
liftster	NOUN	M3/S2mf
lifter	NOUN	M3/S2mf
herwaarts	ADV	M6 T1.1.2
alhier	ADV	M6 T1.1.2
hamsteren	VERB	A9+/N5+
oppotten	VERB	A9+/N5+
verzamelstoornis	NOUN	O2 A9+/N5+
hoarding	NOUN	O2 A9+/N5+
hamsteren	NOUN	O2 A9+/N5+
vrijetijdsbesteding	NOUN	K1
boomvalk	NOUN	K1
schenkel	NOUN	F2 I1.2
inpikken	VERB	A9+/T1.3+
ophijsen	VERB	M2
optillen	VERB	M2
laadruim	NOUN	A9+ X3.3 H2/M4 H2/M5 S7.1+
ruim	NOUN	A9+ X3.3 H2/M4 H2/M5 S7.1+
scheepsruim	NOUN	A9+ X3.3 H2/M4 H2/M5 S7.1+
bijhouden	VERB	M2 A1.1.1 A9+ X2.1 S7.1+/A1.7+
sporttas	NOUN	B5
bajes	NOUN	O2 H4/L2 M7/O4.2- X2.1/A5.1- N5- K5.2
lichaamsholte	NOUN	O2 H4/L2 M7/O4.2- X2.1/A5.1- N5- K5.2
hole	NOUN	O2 H4/L2 M7/O4.2- X2.1/A5.1- N5- K5.2
nor	NOUN	O2 H4/L2 M7/O4.2- X2.1/A5.1- N5- K5.2
vergeetput	NOUN	O2 H4/L2 M7/O4.2- X2.1/A5.1- N5- K5.2
lik	NOUN	O2 H4/L2 M7/O4.2- X2.1/A5.1- N5- K5.2
holletje	NOUN	O2 H4/L2 M7/O4.2- X2.1/A5.1- N5- K5.2
doorzeven	VERB	A1.1.1 K5.2 A1.1.2/G3
feestdag	NOUN	K1/T1.3
uitschreeuwen	VERB	X3.2+
laagte	NOUN	W3
manschap	NOUN	S7.2+
eerbetoon	NOUN	S7.2+
leenhulde	NOUN	S7.2+
hommage	NOUN	S7.2+
tehuis	NOUN	H4/H1c M6
heem	NOUN	H4/H1c M6
mikken	VERB	M1/M6
huisgemaakt	ADJ	F4
geboorteland	NOUN	M7
thuisland	NOUN	M7
eigengemaakt	ADJ	O4.1
thuisgemaakt	ADJ	O4.1
heemziek	ADJ	E4.1-
heemwaarts	ADV	M1
huistaak	NOUN	P1 X2.4
vervolledigen	VERB	A1.1.1
vervolmaken	VERB	A1.1.1
raat	NOUN	H1/L2 O4.4
bijenraat	NOUN	H1/L2 O4.4
wittebroodsweken	NOUN	K1/S4
gaggelen	VERB	X3.2
claxonneren	VERB	X3.2
snateren	VERB	X3.2
trompen	VERB	X3.2
getoeter	NOUN	X3.2
gekwaak	NOUN	X3.2
ereloon	NOUN	I1.1
honorair	ADJ	S7.2+ I1.1-
beschermingskap	NOUN	B5 O2 G2.1-/S2%m
capuchon	NOUN	B5 O2 G2.1-/S2%m
stevenhaak	NOUN	O2 O4.4 K5.1
verslaven	VERB	A9+ X5.2+
onruststoker	NOUN	G2.1-/S2mf
hoepel	NOUN	O2 O4.4
tonnenband	NOUN	O2 O4.4
giller	NOUN	X3.2 E4.1+
oehoe	NOUN	X3.2 E4.1+
oehoeën	VERB	X3.2 E4.1+
uitjoelen	VERB	X3.2 E4.1+
uitjouwen	VERB	X3.2 E4.1+
claxon	NOUN	O2/X3.2
pram	NOUN	O2/X3.2
huppen	VERB	M1
hoppen	VERB	M1
hinkelen	VERB	M1
hoopvol	ADV	X2.6+ E4.1+ X9.2+ A5.1+ A13.3
kansloos	ADJ	X2.6- E4.1- X9.2- A5.1-
uitzichtloos	ADJ	X2.6- E4.1- X9.2- A5.1-
horizont	NOUN	W3 X2.6+
einder	NOUN	W3 X2.6+
kim	NOUN	W3 X2.6+
horen	NOUN	O2/X3.2
hoorntje	NOUN	L2mfn
hoornaar	NOUN	L2mfn
tuinderij	NOUN	F4
tuinslang	NOUN	O2
ziekenhuizen	NOUN	B3/H1c
hospitalen	NOUN	B3/H1c
gasthuizen	NOUN	B3/H1c
gasthuis	NOUN	B3/H1c
hospitaal	NOUN	B3/H1c
modereren	VERB	S1.1.1
hostie	NOUN	S2mf B1@ Y2@ S9%
gastvrouw	NOUN	S2mf B1@ Y2@ S9%
heerschaar	NOUN	S2mf B1@ Y2@ S9%
host	NOUN	S2mf B1@ Y2@ S9%
gastgever	NOUN	S2mf B1@ Y2@ S9%
hospies	NOUN	H4/H1
hostiliteit	NOUN	S1.2.1- E3- E2-
vijandigheid	NOUN	S1.2.1- E3- E2-
vijandelijkheid	NOUN	S1.2.1- E3- E2-
pittig	ADJ	O4.6+ X9.1+ O4.2+ X5.2+ G2.1- A12- S7.3+ E6- A7+++
porno	ADJ	O4.6+ X9.1+ O4.2+ X5.2+ G2.1- A12- S7.3+ E6- A7+++
broeinest	NOUN	M7/X5.2+/Z6
jachthond	NOUN	L2mfn
stonde	NOUN	T1.3
behuizen	VERB	H4
woonboot	NOUN	H1/M4fn
huishoudster	NOUN	B4/S2mf
omzweven	VERB	M1
gebrul	NOUN	E4.1- Q2.2 X3.2
jammeren	VERB	E4.1- Q2.2 X3.2
draaischijf	NOUN	O2 A11.1+/M7
naaf	NOUN	O2 A11.1+/M7
hub	NOUN	O2 A11.1+/M7
knooppunt	NOUN	O2 A11.1+/M7
kapsones	NOUN	S1.2.3+
hybris	NOUN	S1.2.3+
schakering	NOUN	O4.3
kleurschakering	NOUN	O4.3
bakbeest	NOUN	M4 N3.2+/S2mf
scheepsromp	NOUN	M4 N3.2+/S2mf
vleesklomp	NOUN	M4 N3.2+/S2mf
doppen	VERB	F4/A1.1.1
bombarie	NOUN	E3-
neuriën	VERB	K2 X3.2
geneurie	NOUN	K2
mens-	ADJ	S2 S1.2.1+
humaan	ADJ	G2.2+
menslievendheid	NOUN	S9-
geesteswetenschappen	NOUN	P1
menselijkheid	NOUN	S1.2.1+ S2 P1%
mensdom	NOUN	S1.2.1+ S2 P1%
humaniteit	NOUN	S1.2.1+ S2 P1%
deemoedig	ADJ	S7.1-
deemoedigen	VERB	S7.1-
slaapverwekkend	ADJ	A6.2+
opperarmbeen	NOUN	B1
luchtvochtigheid	NOUN	O1.2
verootmoedigen	VERB	S7.2-
deemoed	NOUN	S1.2.3-
paaien	VERB	E4.2+
bochel	NOUN	O4.4
hun	NOUN	Z2/S2mfc
snakkend	ADJ	F1-/B1 S1.2.2+ A1.5.1/N5+
hongerend	ADJ	F1-/B1 S1.2.2+ A1.5.1/N5+
lustend	ADJ	F1-/B1 S1.2.2+ A1.5.1/N5+
bink	NOUN	O2 S2.2m
jageres	NOUN	K5.1/S2.1f L2fn
pijnigen	VERB	B2- E4.1- A1.1.2
geblesseerd	ADJ	B2- E4.1- A1.1.2
zuinigheid	NOUN	F4
hydraulica	NOUN	O2
hydrocefalus	NOUN	B2-
draagvleugelboot	NOUN	M4
draagvleugel	NOUN	M4
hymen	NOUN	B1
lofzang	NOUN	S9/K2
promoten	VERB	Q2.2/I2.2
verbindingsstreepje	NOUN	Q1.2
afbreekteken	NOUN	Q1.2
schijnheiligheid	NOUN	A6.1-/X2.1
schijnheilige	NOUN	A6.1-/X2.1mf
huichelaar	NOUN	A6.1-/X2.1mf
hypodermaal	ADJ	B3
hypoglycemie	NOUN	B2-
hypothermie	NOUN	B2-
baarmoederverwijdering	NOUN	B3
glaceren	VERB	F1 O4.6-
koudmaken	VERB	F1 O4.6-
ijslander	NOUN	Z2/S2mf
ijslandse	NOUN	Z2/S2mf
es	NOUN	X2
impressie	NOUN	X4.1 X7+
bedenking	NOUN	X4.1 X7+
denkbeeld	NOUN	X4.1 X7+
ideëel	ADJ	A5.1+++ X4.1
streefdoel	NOUN	X4.1 A5.1+++
eeneiig	ADJ	A6.1+++
identificeren	NOUN	X2.2+ A6.1+
vereenzelving	NOUN	X2.2+ A6.1+
identiteitsbewijs	NOUN	X2.2+ A6.1+
iden	NOUN	T1.3
taaleigen	NOUN	Q3
overgevoeligheid	NOUN	A6.2-
idiosyncrasie	NOUN	A6.2-
eigenheid	NOUN	A6.2-
eigenzinnig	ADJ	A6.2-
nar	NOUN	X9.1-/S2mf S1.2.6-/S2mf
nietsdoend	ADJ	A1.5.1- A1.5.2- X5.2- S1.2
ontbranden	VERB	O4.6+ A2.2
oneervol	ADJ	A5.1-
ignorantie	NOUN	X9.1- S1.2.4-
onkunde	NOUN	X9.1- S1.2.4-
ignorant	ADJ	X9.1- S1.2.4-
krank	ADJ	B2- A5.1-
zieke	ADJ	B2- A5.1-
strafbaar	ADJ	G2.1-
ongeletterd	ADJ	Q3 X2.2-
verluchtigen	VERB	W2 A7+
illumineren	VERB	W2 A7+
belichten	VERB	W2 A7+
trick	NOUN	A5.2- A3-
truuk	NOUN	A5.2- A3-
zinsbegoocheling	NOUN	A5.2- A3-
illuster	ADJ	O4.2+ A5.1+ A11.1+
imago	NOUN	O4.1 A8 X2.1 C1
beeltenis	NOUN	O4.1 A8 X2.1 C1
beeldkopie	NOUN	O4.1 A8 X2.1 C1
ingebeeld	ADJ	A5.2-
imaginair	ADJ	A5.2-
navolging	NOUN	A6.1+ A5.4-
imitatie	NOUN	A6.1+ A5.4-
onbevlekte	ADJ	O4.2+
brandschoon	ADJ	O4.2+
immersie	NOUN	X5.2+ M2
inwijkeling	NOUN	M1/M7/S2mf
immigrant	NOUN	M1/M7/S2mf
ingewekene	NOUN	M1/M7/S2mf
inwijking	NOUN	M1/M7
imminent	ADJ	T1.1.3
dreigend	ADJ	T1.1.3
ondoodbaar	ADJ	L1+/T2+++
onschendbaarheid	NOUN	B2+ A1.8-
immuniseren	VERB	B3
inmetselen	VERB	A1.7+ G2.1
schokeffect	NOUN	A2.2 A1.1.1
inwerken	VERB	A1.1.1
verzwakt	ADJ	S8-
ongeëmotioneerd	ADJ	E1-
zondeloos	ADJ	A5.1+++
impediment	NOUN	A12- B2-
nakend	ADJ	T1.1.3
must	NOUN	Q3
onmerkbaar	ADJ	X3.4- A11.2-
ongemerkt	ADV	X3.4- A11.2-
imperfect	ADJ	O4.2- A5.1- A1.2-
imperfectie	NOUN	O4.2-
schoonheidsfout	NOUN	O4.2-
onvolmaaktheid	NOUN	O4.2-
imperialiste	NOUN	G1.1/S2mf
heerszuchtigdominanthooghartig	ADJ	S1.2.3+
ongepastheid	NOUN	S1.2.4-
ongeschiktheid	NOUN	S1.2.4-
impertinent	ADJ	S1.2.4-
onstuimig	ADJ	A1.3-
stuwkracht	NOUN	A2.2
tornen	VERB	X7-
beroeren	VERB	X7-
onrechtstreeks	ADJ	Q1.1
suggereren	VERB	Q1.1
invoervergunning	NOUN	I2.2/M2 A11.1+ Q1.1
belangrijkheid	NOUN	A11.1+
strafwerk	NOUN	S6+ S7.1+/X7-
ondenkbaar	ADV	A7- A12-
impotent	ADJ	S7.1- B2-/S3.2
onberijdbaar	ADJ	A7- A12-
onbegaanbaar	ADJ	A7- A12-
imponeren	VERB	X5.2+ A11.1+ A1.1.1
beïnvloedbaar	ADJ	S1.2.5-
imposant	ADJ	O4.2+
misplaatst	ADJ	G2.2-
inconsistent	ADJ	G2.2-
beteren	VERB	A5.1+/A2.1
onbeschoftheid	NOUN	S1.2.4-
onreinheid	NOUN	O1 S1.2.4-
bezoedeling	NOUN	O1 S1.2.4-
gedegen	ADJ	A4.2+
diepgravend	ADJ	A4.2+
aanverwant	NOUN	S4mf
impotentie	NOUN	X9.1-
ontoereikendheid	NOUN	N5- A1.2- A5.1-
inadequaat	ADJ	N5- A1.2- A5.1-
ontoereikend	ADJ	N5- A1.2- A5.1-
ongewild	ADV	A1.4
inhoudsloos	ADJ	S1.2.6-
onbezield	ADJ	L1-
onhoorbaar	ADJ	X3.2-
inhuldiging	NOUN	T2+ S1.1.1
inbox	NOUN	Q1.3/Y2
lichtgevend	ADJ	O4.2+ O4.3 E1
eclatant	ADJ	O4.2+ O4.3 E1
witgloeiend	ADJ	O4.2+ O4.3 E1
vertoornen	VERB	E3- O1.1
incentief	NOUN	X5.2+
aanhoudend	ADV	T2++
onophoudend	ADV	T2++
bloedschande	NOUN	G2.1-/S3.2
incestueus	ADJ	G2.1-/S3.2 A1.8-
haarbreed	NOUN	N3.7
inslaand	ADJ	A1.4
inherent	ADJ	A1.4
voorval	NOUN	A3+/A5.1-
toevalligerwijze	ADV	Z4
beginnend	ADJ	T2+
inclinatie	NOUN	X7+ O4.4
tendens	NOUN	X7+ O4.4
glooiingshoek	NOUN	X7+ O4.4
inbegrip	NOUN	A1.8+
insluiting	NOUN	A1.8+
incompatibiliteit	NOUN	A6.1-
strijdigheid	NOUN	A6.1-
incompetentie	NOUN	X9.1-
incompetent	ADJ	X9.1-
incompleet	ADJ	N5.1-
ongelofelijk	ADJ	A5.2-/A8 A7-
onattent	ADJ	S1.2.3+
inconsistentie	NOUN	A6.1-
ontegenzeglijk	ADJ	A7+++
ongemak	NOUN	A12- S8-
ongelegen	ADJ	A12- S8-
inbouwen	VERB	A1.8+ S5+
incorrect	ADJ	A5.3- S1.2.4-
onverbeterbaar	ADJ	A2.1-
ongelovigheid	NOUN	X2.1-
skeptisch	ADJ	X2.1-
bezwarend	ADJ	G2.1-
couveuse	NOUN	S8+ B3 L1
titularis	NOUN	S9/S2mf I3.1/S2mf
plaatsbekleder	NOUN	S9/S2mf I3.1/S2mf
afhangen	ADJ	S6+
titelhouder	ADJ	S6+
ongeneeslijk	ADJ	B2-
verschuldigd	ADJ	S1.2.4+ I1.2
onbetamelijk	ADJ	G2.2-
onontcijferbaar	ADJ	X2.5-/Q1.1
besluiteloosheid	NOUN	A7-
besluiteloos	ADJ	A7-
bepaald	ADV	A13.3
onvermoeid	ADJ	X5.2+
voorgoed	ADV	T2++
indekken	VERB	I2.1
zelfstandigheid	NOUN	S5-
onbeschrijfelijk	ADJ	A7-
onverwoestbaar	ADJ	O4.1
indiase	NOUN	Z2/S2mf F1
inheemse	NOUN	Z2/S2mf F1
indiaanse	NOUN	Z2/S2mf F1
richtingaanwijzer	NOUN	A10+ O2 M3/O4.3
clignoteur	NOUN	A10+ O2 M3/O4.3
ingeboren	ADJ	M7
overgeërfd	ADJ	M7
oorspronkelijk	ADJ	M7
geïndigneerd	ADJ	E3-
gebelgdheid	NOUN	E3-
indigoblauw	ADJ	O4.3
indigoblauwe	ADJ	O4.3
onrechtstreeks	ADV	A10-
ongedisciplineerdheid	NOUN	A1.7-
indiscreet	ADJ	S1.2.6-
lukraak	ADV	A4.2-
onomstotelijk	ADJ	A5.2+ A7+
onontkenbaar	ADJ	A5.2+ A7+
enkeling	NOUN	S2mf
indoor	ADV	H2
twijfelloos	ADJ	A7+ A5.2+
onbetwijfelbaar	ADJ	A7+ A5.2+
toeleiding	NOUN	X2.1 B3 O3 S1.1.1
aflaat	NOUN	S7.4+ F2 S9@
nijverheids-	ADJ	I4
industrie-	ADJ	I4
werklust	NOUN	I4c I2.1c
nijverheid	NOUN	I4c I2.1c
daadloosheid	NOUN	M8 A2.1-
inertie	NOUN	M8 A2.1-
onontkoombaar	ADJ	A1.9-
onafwendbaar	ADJ	A7+++
onverbiddelijk	ADV	T2++
ontoegeeflijk	ADV	T2++
goedkope	ADJ	I1.3-
onuitsprekelijk	ADJ	A7-
voetvolk	NOUN	G3c
infanterieregiment	NOUN	G3c
besmetten	VERB	B2-
infectering	NOUN	B2-
minderwaardig	ADJ	S7.1-- A5.1--
minderwaardigheid	NOUN	A5.1--
ontvlammend	ADJ	B2- A2.2/E3-
opruiend	ADJ	B2- A2.2/E3-
opblazen	NOUN	I1.3+
uitdijing	NOUN	I1.3+
inflatoir	ADJ	I1.3+
verklikken	VERB	X2.2+ X2.4 Q2.1
voorlichten	VERB	X2.2+ X2.4 Q2.1
vernuftig	ADJ	X9.1+/A6.2-
inwoonster	NOUN	H4/S2mf
bewoonster	NOUN	H4/S2mf
samengaand	ADJ	A6.2+
erven	VERB	A9+/S4 A9+/N4
erfdeel	NOUN	A9+/S4 A9+/N4
nalatenschap	NOUN	A9+/S4 A9+/N4
overerving	NOUN	A9+/S4 A9+/N4
erfelijkheid	NOUN	A9+/S4 A9+/N4
inhibitor	NOUN	S8- A1.7+
onherbergzaam	ADJ	O4.2- S1.2.1-
inhumaan	ADJ	G2.2-
aanvankelijk	ADJ	T2+
beginletter	NOUN	Q1.2
initiaal	NOUN	Q1.2
voorletter	NOUN	Q1.2
