mwe_template	semantic_tags
falde_VERB i_ADP snak_NOUN	Q2.1
falde_VERB i_ADP snak_NOUN med_ADP	Q2.1
falde_VERB i_ADP svime_NOUN	E1
falde_VERB i_ADP vandet_NOUN	B1
falde_NOUN i_ADP øjnene_NOUN	A2.2
falde_VERB igennem_ADP	X9.2
falde_VERB ned_ADV på_ADP jorden_NOUN	S5
falde_VERB nogen_PRON i_ADP ryggen_NOUN	X2.1
falde_VERB nogen_PRON i_ADP talen_NOUN	Q2.1
falde_VERB nogen_PRON om_ADP halsen_NOUN	A2.1
falde_VERB nogen_DET svært_ADJ	E1
falde_NOUN om_ADP	B3
falde_NOUN om_ADP halsen_NOUN	A2.1
falde_VERB om_ADP /_X omkuld_X	M1
falde_VERB over_ADP	M1
falde_VERB over_ADP hinanden_PRON	Q1.2
falde_VERB på_ADP en_DET	A3
falde_VERB på_ADP et_DET tørt_VERB sted_NOUN	X7
falde_VERB på_ADP gulvet_NOUN	M1
falde_VERB på_ADP knæ_NOUN	A2.1
falde_VERB til_ADP bunds_NOUN	M1
falde_VERB til_ADP føje_NOUN	K2
falde_VERB til_ADP jorden_NOUN	T2
falde_VERB til_ADP ro_NOUN	M1
falde_VERB uheldigt_ADV ud_ADV	X9.2
falde_ADJ /_X gå_X i_ADP hak_DET	A3
falsk_VERB reklame_NOUN	X8
famle_VERB efter_ADP /_X ved_ADP	A2.1
famle_VERB i_ADP blinde_NOUN	A7
famle_VERB rundt_ADV	A7
famle_VERB sig_PRON frem_ADV	Z5
fanden_NOUN tager_VERB ved_ADP ham_PRON	X7
fange_NOUN an_ADV med_ADP	A1.1.1
fange_VERB folks_NOUN opmærksomhed_NOUN	A2.2
fange_VERB hans_DET /_NOUN hendes_DET blik_NOUN	A2.2
fange_VERB målmanden_NOUN på_ADP det_DET forkerte_ADJ ben_NOUN	K5.1
fange_VERB nogen_DET	A2.2
fange_VERB nogen_PRON i_ADP at_PART	O4.2
fange_VERB nogen_PRON på_ADP det_DET forkerte_ADJ ben_NOUN	O4.2
fare_NOUN af_ADP sted_NOUN	S5
fare_NOUN forbi_ADV	S5
fare_NOUN fra_ADP det_DET ene_ADJ til_ADP det_DET andet_PRON	X7
fare_NOUN frem_ADV	X9.2
fare_VERB frem_ADV med_ADP bål_NOUN og_CCONJ brand_NOUN	X2.1
fare_VERB frem_ADV med_ADP lempe_ADJ	S5
fare_VERB heden_NOUN	L1
fare_VERB hårdt_ADV frem_ADV	Q2.1
fare_NOUN i_ADP blækhuset_NOUN	Q1.2
fare_NOUN i_ADP flint_NOUN	E1
fare_NOUN i_ADP harnisk_ADV	E1
fare_NOUN i_ADP kødet_NOUN på_ADP	X9.2
fare_NOUN i_ADP struben_PROPN på_ADP	X2.1
fare_NOUN med_ADP lempe_ADJ	A1.1.1
fare_VERB omkring/_NOUN .._PUNCT	S5
fare_NOUN op_ADV	X9.2
fare_NOUN på_ADP	E3
fare_VERB rundt_ADV	S5
fare_NOUN rundt_ADV som_ADP en_DET flue_NOUN i_ADP en_DET flaske_NOUN	X7
fare_NOUN sammen_ADV	E1
fare_NOUN vild_NUM	X9.2
fare_NOUN /_X flyve_NOUN i_ADP flint_NOUN	X9.2
farefuld_ADJ færd_NOUN	M1
faren_NOUN omkring_ADP	M1
fart_NOUN over_ADP feltet_NOUN	A1.1.1
fart_NOUN på_ADP	A1.1.1
fart_NOUN på_ADP nogen_PRON	S5
farte_ADJ land_NOUN og_CCONJ rige_VERB rundt_ADV	S5
farte_VERB rundt_ADV	M1
farve_NOUN hår_NOUN	B4
fase_NOUN af_ADP	A1.1.1
fase_NOUN ind_ADV	A1.1.1
fase_NOUN ud_ADV	A1.1.1
fast_ADJ ophold_NOUN	H1
fastlåse_VERB i_ADP	A9
fastlåse_VERB til_ADP	A9
fastslå_VERB dødsårsagen_NOUN	X2.4
fastsætte_ADJ regler_NOUN	G2.1
fastsætte_VERB retningslinjer_NOUN	G2.1
fastsætte_ADJ vilkår_NOUN	Q2.1
fatte_VERB betydningen_NOUN	A9
fatte_VERB en_DET beslutning_NOUN	X6
fatte_VERB håb_NOUN	X7
fatte_ADJ interesse_NOUN for_ADP	X2.1
fatte_VERB mod_ADP	X7
fatte_VERB nyt_ADJ håb_NOUN	X7
fatte_VERB pennen_NOUN	Q1.1
fatte_VERB sig_PRON	S5
fatte_VERB sig_PRON i_ADP korthed_NOUN	Q2.1
fede_VERB den_PRON	A1.1.1
fede_VERB den_PRON af_ADP	A1.1.1
fede_ADJ op_ADV	A9
fedte_VERB af_ADP	Q2.1
fedte_VERB i_ADP det_PRON	X9.2
fedte_VERB ind_ADV	N5.1
fedte_VERB med_ADP	X9.2
fedte_VERB rundt_ADV	M1
fedte_VERB sig_PRON ind_ADV	A2.1
fedte_VERB til_ADP	N5.1
feje_NOUN af_ADP banen_NOUN	T2
feje_NOUN for_ADP sin_DET egen_ADJ dør_VERB	O4.2
feje_VERB ud_ADV af_ADP banen_NOUN	T2
fejre_VERB begivenheden_NOUN	X2.1
fejre_VERB guldbryllyp_PROPN	A9
fejre_VERB jul_NOUN	S1.1.1
fejre_VERB med_ADP manér_NOUN	X2.1
fejre_VERB nytår_ADJ	S1.1.1
fejre_VERB på_ADP behørig_ADJ vis_NOUN	X2.1
fejre_VERB på_ADP dagen_NOUN	S1.1.1
fejre_VERB sølvbryllyp_PROPN	S1.1.1
file_VERB løs_ADV	Z5
file_VERB over_ADP	M2
file_VERB på_ADP	Z5
file_VERB til_ADP	A1.1.1
filme_NOUN med_ADP	S5
filtre_NOUN sammen_ADV	Z5
fin_NOUN /_X god_ADJ behandling_NOUN	A1.1.1
finde_VERB afsætning_NOUN for_ADP	I2.1
finde_VERB at_SCONJ	X2.1
finde_VERB beskæftigelse_NOUN	A9
finde_VERB besparelser_NOUN	Z5
finde_VERB det_PRON	X2.1
finde_VERB det_DET passende_ADJ	X2.1
finde_VERB det_PRON rimeligt_ADJ	X2.1
finde_VERB det_PRON uacceptabelt_ADJ	X2.1
finde_VERB det_PRON urimeligt_ADJ	X2.1
finde_VERB en_DET afløser_NOUN	A2.1
finde_VERB en_DET løsning_NOUN	X6
finde_VERB en_DET partner_NOUN	T2
finde_VERB en_DET udvej_NOUN	X6
finde_VERB et_DET kompromis_NOUN	A1.1.1
finde_VERB et_DET ståsted_NOUN	A9
finde_VERB frem_ADV	A9
finde_VERB frem_ADV til_ADP	M1
finde_VERB hinanden_PRON	T2
finde_VERB hjem_ADV	S5
finde_VERB hvile_NOUN	A2.2
finde_VERB ind_ADV i_ADP rytmen_NOUN	A1.1.1
finde_VERB materiale_NOUN	X2.4
finde_VERB melodien_NOUN	E1
finde_VERB penge_NOUN til_ADP	I2.1
finde_VERB på_ADP	M1
finde_VERB på_ADP råd_NOUN	X6
finde_VERB på_ADP undskyldninger_NOUN	G2.2
finde_VERB rester_NOUN af_ADP	O4.2
finde_VERB rundt_ADV	M6
finde_VERB rytmen_NOUN	A1.1.1
finde_VERB sammen_ADV	S1.1.3
finde_VERB sammen_ADV med_ADP	T2
finde_VERB sig_PRON en_DET kone_NOUN	T2
finde_VERB sig_PRON selv_PRON	O4.2
finde_VERB sin_DET egen_ADJ rytme_NOUN	A1.1.1
finde_VERB sin_DET form_NOUN	B2
finde_VERB sin_DET overmand_NOUN	X3.2
finde_VERB sine_DET egne_ADJ ben_NOUN	X2.1
finde_VERB spor_NOUN af_ADP	O4.2
finde_VERB sted_NOUN kl._NOUN	A3
finde_VERB vej_NOUN	M6
fise_NOUN af_ADP	M1
fise_NOUN af_ADP sted_NOUN	S5
fise_NOUN afsted_ADV	S5
fise_VERB den_PRON af_ADP	A1.1.1
fise_NOUN ind_ADV	A9
fise_NOUN ind_ADV på_ADP lystavlen_NOUN	A9
fise_NOUN rundt_ADV	S5
fiske_ADJ efter_ADP	Q2.2
fiske_ADJ i_ADP rørt_VERB vande_NOUN	Z5
fiske_ADJ op_ADV	X2.4
fistre_NOUN rundt_ADV	S5
fjedrende_VERB gang_NOUN	S5
fjedrende_VERB skridt_NOUN	S5
fjerne_VERB blikket_NOUN	X4.1
fjerne_ADJ rynker_NOUN	B4
fjerne_VERB sig_PRON	M1
fjerne_VERB sig_PRON (_PUNCT fra_ADP et_DET sted_NOUN )_PUNCT	M1
fjerne_VERB stingene_NOUN	B3
fjerne_ADJ urenheder_NOUN	B4
fjæle_VERB sig_PRON	A1.9
flade_NOUN (_PUNCT ud_ADV )_PUNCT	O4.4
flade_NOUN ud_ADV	O4.4
flagre_ADJ med_ADP	Z5
flakke_NOUN fra_ADP sted_NOUN til_ADP sted_NOUN	S5
flakke_NOUN om_ADP	S5
flakke_NOUN om_ADP /_X omkring_ADP	S5
flakke_NOUN omkring_ADP	S5
flakke_NOUN rundt_ADV	S5
flamme_ADJ op_ADV	I3.1
flaske_VERB sig_PRON	X9.2
flette_ADJ fingre_NOUN	T2
flette_ADJ ind_ADV	A1.1.1
flette_ADJ julehjerter_NOUN	A1.1.1
flette_ADJ peddigrør_PROPN	A3
flette_NOUN sammen_ADV	Z5
flikke_VERB sammen_ADV	H1
flippe_VERB helt_ADV ud_ADV	X9.2
flirte_VERB med_ADP	S5
flirte_VERB med_ADP tanken_NOUN	X2.1
flittig_ADJ brug_NOUN	A1.5.1
flokkes_VERB om_ADP	N5
floppe_VERB fælt_NOUN	X9.2
flot_ADJ præstation_NOUN	X9.2
flotte_VERB sig_PRON	A9
flyde_VERB med_ADP mælk_NOUN og_CCONJ honning_NOUN	N5.2
flyde_VERB med_ADP strømmen_NOUN	S5
flyde_VERB ovenpå_ADV	S5
flyde_VERB over_ADP	N3.2
flygte_VERB langt_ADV bort_ADV /_X væk_ADV	M1
flygte_VERB over_ADP hals_NOUN og_CCONJ hoved_NOUN	M1
flygte_VERB til_ADP fods_NOUN	M1
flytte_VERB (_PUNCT rundt_ADV )_PUNCT på_ADP	M2
flytte_VERB blikket_NOUN	X4.1
flytte_VERB et_DET tidspunkt_NOUN	A2.1
flytte_VERB fra_ADP land_NOUN til_ADP by_NOUN	M1
flytte_VERB grænsepæle_NOUN	A9
flytte_VERB grænser_NOUN	E1
flytte_AUX hegnspæle_NOUN	Z5
flytte_VERB hjem_ADV	M1
flytte_VERB i_ADP hus_NOUN	H1
flytte_VERB i_ADP lejlighed_NOUN	H1
flytte_VERB milepæle_NOUN	Z5
flytte_VERB noget_PRON	Z5
flytte_VERB på_ADP	Z5
flytte_VERB på_ADP landet_NOUN	H1
flytte_VERB på_ADP plejehjem_NOUN	H1
flytte_VERB rundt_ADV på_ADP	Z5
flytte_VERB sammen_ADV	T2
flytte_VERB sig_PRON	M1
flytte_VERB sig_PRON (_PUNCT lidt_ADV )_PUNCT	B1
flytte_VERB til_ADP København_PROPN	M1
flyve_NOUN i_ADP flint_NOUN	E1
flyve_NOUN i_ADP marchhøjde_NOUN	M1
flyve_NOUN ind_ADV	M2
flyve_NOUN med_ADP	S1.1.1
flyve_NOUN med_ADP drage_NOUN	S1.1.1
flyve_NOUN med_ADP drager_NOUN	S1.1.1
flyve_NOUN med_ADP SAS_PROPN	K5.1
flyve_NOUN og_CCONJ fare_NOUN	M1
flyve_NOUN og_CCONJ fare_VERB rundt_ADV	M1
flyve_NOUN om_ADP ørerne_NOUN på_ADP	N5.2
flyve_NOUN op_ADV	A1.1.1
flyve_NOUN under_ADP radaren_NOUN	A1.9
fløjte_NOUN af_ADP	X2.1
fløjte_NOUN for_ADP frispark_NOUN	X2.1
fløjte_VERB kampen_NOUN af_ADP	X2.1
fløjte_VERB kampen_NOUN i_ADP gang_NOUN	X2.1
flå_NOUN i_ADP	Z5
flå_NOUN i_ADP stykker_NOUN	Z5
flå_ADV op_ADV	A1.1.1
fnise_VERB lidt_ADV	A1.1.1
fodre_VERB af_ADP	A9
fokusere_NOUN på_ADP	X2.1
folde_VERB hænderne_NOUN	B1
folde_NOUN noget_PRON ud_ADV	X9.2
folde_VERB sig_PRON ud_ADV	X7
folde_NOUN ud_ADV	A1.1.1
forandre_NOUN samfundet_NOUN	A1.1.1
forandre_VERB sit_DET liv_NOUN	S1.1.1
forandring_NOUN fryder_VERB	Z5
forbande_VERB langt_ADV væk_ADV	X7
forbande_VERB noget_DET langt_ADJ væk_ADV	X2.1
forbarme_VERB sig_PRON	S8
forbarme_VERB sig_PRON over_ADP	G2.2
forbedre_VERB forholdene_NOUN	Z5
forbedre_VERB miljøet_NOUN	S8
forbedre_VERB sig_PRON	A5.1
forbeholde_VERB nogen_DET noget_PRON	Q2.1
forbeholde_VERB sig_PRON	Q2.1
forbeholde_VERB sig_PRON ret_NOUN til_ADP	Q2.1
forberede_VERB på_ADP	X9.2
forberede_VERB sig_PRON	A1.1.1
forberede_VERB sig_PRON på_ADP	M1
forberede_VERB sig_PRON på_ADP at_PART	A1.1.1
forbigå_ADV i_ADP tavshed_NOUN	X5.1
forbigå_ADV nogen_PRON	X5.1
forbigå_ADV nogens_NOUN opmærksomhed_NOUN	X5.1
forbinde_ADJ med_ADP	A1.1.1
forbinde_VERB sig_PRON	X2.1
forblive_VERB et_DET sted_NOUN	M6
forblive_VERB uforandret_NOUN	Z3
forbrug_NOUN af_ADP alkohol_PROPN	B1
forbryde_VERB sig_PRON	G2.1
forbryde_VERB sig_PRON mod_ADP nogen_DET	Z5
forbryde_VERB sig_PRON mod_ADP noget_PRON	A1.1.1
forbrødre_ADJ sig_PRON	S5
forbygge_VERB sig_PRON	H1
forcere_NOUN frem_ADV	E1
fordele_VERB sig_PRON	O4.2
fordele_VERB sig_PRON i_ADP	O4.2
fordele_VERB sig_PRON på_ADP	O4.2
fordreje_NOUN hovedet_NOUN på_ADP	A2.2
fordreje_NOUN virkeligheden_NOUN	X7
fordriste_VERB sig_PRON til_ADP	E5
fordrive_ADJ tiden_NOUN	A1.1.1
fordybe_VERB sig_PRON	I3.1
foregive_VERB at_PART	I1.3
foregribe_VERB begivenhedernes_NOUN gang_NOUN	X2.6
foregå_VERB midt_ADV om_ADP natten_NOUN	A3
foregå_VERB nogen_PRON med_ADP et_DET dårligt_ADJ eksempel_NOUN	A1.1.1
foregå_VERB nogen_PRON med_ADP et_DET godt_ADJ eksempel_NOUN	A1.1.1
forelægge_VERB sagen_NOUN	Q2.1
forene_NOUN kræfterne_NOUN	S1.1.3
forene_VERB sig_PRON	S2
forestille_VERB sig_PRON	M1
foresætte_VERB sig_PRON	X7
foretage_VERB en_DET kovending_NOUN	X2.1
foretage_VERB en_DET prioritering_NOUN	Q2.1
foretage_VERB en_DET rejse_NOUN	M1
foretage_VERB en_DET udskiftning_NOUN	K1
foretage_VERB en_DET undersøgelse_NOUN	B3
foretage_VERB en_DET vielse_NOUN	S9
foretage_VERB et_DET indgreb_NOUN	B3
foretage_VERB et_DET skøn_ADJ	X2.1
foretage_VERB investeringer_NOUN	I2.1
foretage_VERB lodtrækning_NOUN	K1
foretage_VERB research_NOUN	X2.4
foretage_VERB sig_PRON	X7
foretage_VERB udvælgelsen_NOUN	X7
forfalde_VERB til_ADP	A1.1.1
forflygtige_ADJ et_DET ansvar_NOUN	A9
forfriske_VERB sig_PRON	B1
forfriske_VERB sig_PRON med_ADP	B2
forfølge_VERB sagen_NOUN	A1.1.1
forfølge_VERB sine_DET mål_NOUN	X8
forfølge_VERB sit_DET mål_NOUN	X8
forglemme_VERB sig_PRON	A1.1.1
forglemme_VERB sig_PRON selv_PRON	A1.1.1
forgribe_VERB sig_PRON	G2.1
forgribe_VERB sig_PRON på_ADP	A1.1.1
forhaste_ADJ sig_PRON	X9.2
forhindre_VERB nogen_PRON i_ADP at_PART	S8
forholde_VERB sig_PRON	A1.1.1
forholde_VERB sig_PRON afventende_VERB	X2.6
forholde_VERB sig_PRON anderledes_ADJ	A1.1.1
forholde_VERB sig_PRON kritisk_ADV	X2.1
forholde_VERB sig_PRON passiv_ADJ (_PUNCT t_INTJ )_PUNCT	A1.9
forholde_VERB sig_PRON rolig_X	G1.1
forholde_VERB sig_PRON roligt_ADV	B1
forholde_VERB sig_PRON tavs_ADJ	A2.1
forhøre_VERB sig_PRON	Q2.2
forivre_VERB sig_PRON	X9.2
forkaste_ADJ forslaget_NOUN	A9
forkaste_VERB noget_PRON	A6.1
forklare_VERB (_PUNCT med_ADP )_PUNCT	G2.2
forklare_VERB med_ADP	G2.2
forklare_VERB noget_DET	Q2.1
forklare_VERB noget_PRON over_ADV for_ADP	Q2.1
forklare_VERB noget_PRON til_ADP	Q2.1
forklare_VERB nærmere_ADV	Q2.1
forklare_VERB over_ADV for_ADP	G2.2
forklæde_NOUN sig_PRON	B5
forklæde_NOUN sig_PRON som_ADP	B5
forklædes_VERB som_ADP	N5.1
forlade_VERB nogen_DET	M1
forlade_VERB nogen_DET noget_PRON	G2.2
forlade_VERB noget_PRON	X6
forlade_VERB noget_PRON /_X nogen_DET	M1
forlade_VERB sig_PRON på_ADP	X2.6
forlade_VERB sin_DET mand_NOUN /_PROPN kone_NOUN	T2
forlade_VERB skuden_NOUN	A1.1.1
forlade_VERB stedet_NOUN	M1
forlange_VERB skilsmisse_PROPN	T2
forlige_VERB sig_PRON	A9
forlige_VERB sig_PRON med_ADP	A3
forliges_VERB med_ADP	A3
forlove_VERB sig_PRON	T2
forlydender_NOUN vil_AUX vide_VERB at_PART	Q2.1
forlænge_NOUN fristen_NOUN	A2.1
forlænge_NOUN tidsfristen_NOUN	A2.1
forlæns_X kolbøtte_NOUN	B1
forlæns_PROPN salto_NUM	K5.1
forlæns_PROPN saltomortale_ADJ	B1
forlæse_VERB sig_PRON på_ADP noget_PRON	Z2
forløbe_VERB over_ADP lang_ADJ tid_NOUN	A9
forløbe_VERB sig_PRON	X9.2
forløbe_VERB tilfredsstillende_VERB	X7
forløfte_VERB sig_PRON	X2.2
formane_VERB nogen_PRON om_ADP at_PART	X8
formanende_VERB ord_NOUN	X2.1
formaste_VERB sig_PRON	E5
formene_NOUN nogen_DET noget_PRON	Q2.2
formere_ADJ op_ADV	N3.2
formere_VERB sig_PRON	M1
formidle_VERB et_DET budskab_NOUN	Q2.1
formindske_ADJ forureningen_NOUN	Z5
formulere_NOUN et_DET spørgsmål_NOUN	Q1.1
formulere_VERB et_DET synspunkt_NOUN	Q2.1
formulere_VERB sig_PRON	Q1.1
formæle_VERB sig_PRON med_ADP	T2
fornedre_VERB sig_PRON	A9
fornedre_VERB sig_PRON selv_PRON	A9
fornem_ADJ præstation_NOUN	X9.2
fornemme_VERB instinktivt_ADV	X2.1
fornuftig_ADJ løsning_NOUN	X6
fornægte_VERB sig_PRON selv_PRON	A9
forplante_VERB sig_PRON	M1
forpligte_VERB sig_PRON	S6
forpligte_VERB sig_PRON over_ADV for_ADP	S6
forpligte_VERB sig_PRON på_ADP	S6
forpligte_VERB sig_PRON til_ADP	S6
forputte_VERB sig_PRON	Z5
forregne_VERB sig_PRON	X9.2
forrette_VERB en_DET vielse_NOUN	S9
forrette_DET tjeneste_ADJ	A3
forsage_VERB verden_NOUN	S9
forsamle_VERB sig_PRON	N5
forsigtig_ADJ optimisme_NOUN	X7
forsigtige_ADJ skridt_NOUN	S5
forsigtigt_ADJ gæt_NOUN	M1
forsigtigt_ADV skøn_ADJ	M1
forsikre_NOUN om_ADP at_PART	S6
forsikre_VERB sig_PRON om_ADP	X5.1
forsikre_VERB sig_PRON om_ADP at_PART	A7
forskende_VERB blik_NOUN	X2.4
forsluge_VERB sig_PRON	B1
forslæbe_VERB sig_PRON	X2.2
forslå_VERB som_ADP en_DET skrædder_NOUN i_ADP helvede_NOUN	N5.1
forslå_VERB tiden_NOUN	A1.1.1
forsone_VERB sig_PRON	A9
forsone_VERB sig_PRON med_ADP	S7.4
forsone_VERB sig_PRON med_ADP noget_PRON	A3
forsone_VERB sig_PRON med_ADP tanken_NOUN	S7.4
forspise_VERB sig_PRON	B1
forstille_VERB sig_PRON	I1.3
forstyrre_VERB nogens_NOUN cirkler_NOUN	X7
forstærke_VERB en_DET følelse_NOUN	E1
forstå_VERB at_PART udnytte_VERB	S1.1.1
forstå_VERB derhen_NOUN at_PART	O4.2
forstå_VERB en_DET halvkvædet_ADJ vise_VERB	O4.2
forsure_VERB stemningen_NOUN	A2.2
forsure_NOUN tilværelsen_NOUN for_ADP	A2.2
forsvare_VERB sig_PRON	S8
forsvinde_VERB ned_ADV i_ADP /_X ind_ADV i_ADP	S5
forsvinde_VERB ud_ADV ad_ADP døren_NOUN	M1
forsvinde_VERB ud_ADV af_ADP billedet_NOUN	Z3
forsvinde_VERB ud_ADV af_ADP syne_NOUN	M1
forsvinde_VERB ud_ADV i_ADP den_DET blå_ADJ luft_NOUN	T2
forsværge_NOUN at_PART	Q2.1
forsyne_VERB med_ADP	A9
forsyne_VERB sig_PRON	B1
forsøde_NOUN tilværelsen_NOUN	X7
forsøge_VERB at_PART forføre_VERB	S5
forsøge_VERB at_PART klarlægge_VERB	O4.2
forsøge_VERB at_PART overtale_VERB	X8
forsøge_VERB lykken_NOUN	E5
forsøge_VERB sig_PRON	X8
forsøge_VERB sig_PRON frem_ADV	X8
forsøge_VERB sig_PRON som_ADP	X8
forsørge_NOUN barnet_NOUN	A9
forsørge_VERB familien_NOUN	A9
forsørge_VERB sin_DET familie_NOUN	A9
fortabe_VERB sig_PRON	Z3
fortage_VERB sig_PRON	Z3
fortale_VERB sig_PRON	A10
fortjene_NOUN anerkendelse_NOUN	A2.2
fortjene_NOUN ros_NOUN	S7.2
fortone_VERB sig_PRON	Z3
fortrolig_ADJ samtale_NOUN	Q2.1
fortsætte_VERB i_ADP det_DET uendelige_ADJ	Z3
fortsætte_VERB med_ADP at_PART	A1.1.1
fortsætte_VERB uanfægtet_NOUN	A1.1.1
fortsætte_VERB ud_ADV ad_ADP tangenten_NOUN	Q2.1
fortsætte_VERB uforandret_NOUN	Z3
fortsætte_VERB ufortrødent_NOUN	A1.1.1
fortynde_VERB med_ADP vand_NOUN	Z5
fortælle_VERB nogle_DET sandheder_NOUN	X2.1
fortælle_VERB vittigheder_NOUN	Q2.1
fortætte_VERB sig_PRON	A2.1
forudsige_ADJ vejret_NOUN	Q2.2
forunde_VERB nogen_PRON at_PART	S8
forvente_VERB noget_PRON af_ADP	X7
forvente_VERB noget_PRON af_ADP nogen_DET	S7.1
forvilde_VERB sig_PRON	S5
forvisse_NOUN om_ADP	X8
forvisse_VERB sig_PRON om_ADP at_PART	A7
forværres_VERB yderligere_ADV	A5.1
foræde_VERB sig_PRON	B1
forære_VERB væk_ADV	A9
forøge_VERB antallet_NOUN af_ADP	Z5
forøgelse_NOUN af_ADP	Z5
fotografere_NOUN ned_ADV	A1.1.1
fotografere_NOUN op_ADV	A1.1.1
frakende_ADJ nogen_DET noget_PRON	X2.1
fralægge_VERB sig_PRON	K2
fralægge_VERB sig_PRON ansvaret_NOUN	G2.2
fransk_ADJ visit_ADJ	O1.2
frasige_ADJ sig_PRON	S9
frasige_ADJ sig_PRON ansvaret_NOUN	G2.2
fraskrive_VERB nogen_DET noget_PRON	X2.1
fraskrive_VERB sig_PRON	A1.1.1
fravige_ADJ bestemmelsen_NOUN	A1.1.1
fravige_ADJ noget_PRON	A1.1.1
fravriste_VERB nogen_DET noget_PRON	A9
fravær_NOUN af_ADP	N5.1
fred_NOUN og_CCONJ fordragelighed_NOUN	G1.1
fred_NOUN og_CCONJ idyl_NOUN	G1.1
fred_NOUN og_CCONJ ingen_DET fare_NOUN	G1.1
fred_NOUN og_CCONJ ro_NOUN	G1.1
fredelig_ADJ løsning_NOUN	X6
fredsbevarende_ADJ aktioner_NOUN	G3
fredsbevarende_ADJ operation_NOUN	G3
fremdrage_VERB eksempler_NOUN på_ADP	Q2.1
fremføre_VERB indvendinger_NOUN	K2
fremføre_VERB kritik_NOUN	X2.1
fremføre_VERB sine_DET synspunkter_NOUN	X2.1
fremkalde_VERB følelser_NOUN	A2.2
fremkalde_NOUN minder_VERB	A2.2
fremkomme_VERB med_ADP	Q2.1
fremlægge_VERB en_DET plan_NOUN	X8
fremlægge_VERB sagen_NOUN	Q2.1
fremme_VERB forståelsen_NOUN	A9
fremrakt_VERB hånd_NOUN	Q1.1
fremsætte_VERB en_DET udtalelse_NOUN	Q2.1
fremsætte_VERB trusler_NOUN	S6
fremtiden_NOUN byder_VERB på_ADP	X2.6
frigøre_VERB sig_PRON	G1.2
friske_ADJ op_ADV	W4
friste_VERB nogen_PRON med_ADP noget_PRON	X8
fristende_VERB tilbud_NOUN	A9
frontalt_ADV sammenstød_NOUN	A2.2
fryde_VERB sig_PRON	E1
frygte_ADJ for_ADP	E1
frygte_ADJ for_ADP terror_NOUN	E1
fryse_VERB fast_ADV	Z5
fryse_VERB hårdt_ADV	W4
fryse_X inde_ADV	W4
fryse_X ned_ADV	Z5
fryse_NOUN om_ADP fødderne_NOUN	X4.1
fryse_VERB til_ADP	W4
fryse_NOUN til_ADP is_NOUN	W4
fræse_VERB af_ADP sted_NOUN	S5
fræse_VERB rundt_ADV	S5
fuld_ADJ fart_NOUN på_ADP	A3
fuldbyrdet_NOUN selvmord_NOUN	L1
fulde_VERB sig_PRON	B1
fungere_VERB som_ADP	A3
fuse_NOUN ud_ADV	M1
fusionere_ADJ virksomheder_NOUN	S1.1.3
fut_NOUN i_ADP fejemøget_NOUN	A1.1.1
fyge_NOUN om_ADP ørerne_NOUN på_ADP	N5.2
fylde_VERB éns_ADJ bryst_NOUN	A2.2
fylde_VERB helt_ADV op_ADV	N5.1
fylde_VERB lungerne_NOUN med_ADP luft_NOUN	B1
fylde_VERB med_ADP	N5.1
fylde_VERB meget_ADV	B5
fylde_VERB sig_PRON	B1
fylde_VERB skrutten_NOUN	B1
fylde_VERB ud_ADV	N5.1
fylkes_VERB et_DET sted_NOUN	N5
fylkes_VERB om_ADP	N5
fyre_NOUN af_ADP	Z5
fyre_VERB godt_ADV op_ADV under_ADP kedlerne_NOUN	A1.1.1
fyre_VERB kanonen_NOUN af_ADP	S2
fyre_NOUN med_ADP brænde_VERB	Z5
fyre_NOUN med_ADP naturgas_NOUN	Z5
fyre_NOUN med_ADP olie_NOUN	Z5
fyre_VERB op_ADV under_ADP kedlerne_NOUN	A1.1.1
fyre_NOUN på_ADP gråt_NOUN papir_NOUN	I3.1
fysisk_ADV aktivitet_VERB	A1.1.1
fysisk_ADJ anstrengelse_NOUN	X7
fysisk_ADJ planlægning_NOUN	A1.1.1
fysiske_ADJ udfoldelser_NOUN	A1.1.1
fægte_ADJ med_ADP arme_NOUN og_CCONJ ben_NOUN	Q1.1
fægte_ADJ med_ADP armene_NOUN	Q1.1
fælde_VERB dom_NOUN	X2.1
fælde_NOUN ned_ADV	Q1.2
fængsle_VERB nogen_DET	A2.2
færdes_VERB et_DET sted_NOUN	M6
færdes_VERB frit_ADV	S5
færdes_VERB i_ADP naturen_NOUN	S5
færdes_VERB på_ADP gaden_NOUN	S5
færdes_VERB ude_ADV	S5
fæste_ADJ blikket_NOUN på_ADP	X4.1
fæste_ADJ ende_NOUN	A1.7
fæste_ADJ lid_NOUN til_ADP	X7
fæste_VERB sig_PRON ved_ADP	O4.2
fæste_NOUN til_ADP	T2
fæstne_VERB blikket_NOUN på_ADP	X4.1
fæstne_ADJ lid_NOUN til_ADP	X7
fæstne_VERB sig_PRON ved_ADP	O4.2
fæstne_VERB sin_DET lid_NOUN til_ADP	X2.1
føde_ADJ med_ADP nogen_DET	B3
føje_VERB ind_ADV	A1.1.1
føje_VERB sig_PRON	X9.2
føje_VERB sig_PRON efter_ADP	K2
føje_ADJ spot_NOUN til_ADP skade_NOUN	Z5
føje_ADJ til_ADP	A1.7
føle_VERB at_SCONJ blodet_NOUN fryser_VERB til_ADP is_NOUN	E1
føle_VERB at_SCONJ man_PRON hører_VERB til_ADP	X2.1
føle_VERB efter_ADP	X4.1
