lemma	pos	semantic_tags
humpe	VERB	M1
lærkefalk	NOUN	K1
svin	NOUN	L2mfn
lastrum	NOUN	A9+ X3.3 H2/M4 H2/M5 S7.1+
sikkerhedshul	NOUN	O2 H4/L2 M7/O4.2- X2.1/A5.1- N5- K5.2
punktere	VERB	A1.1.1 K5.2 A1.1.2/G3
fridag	NOUN	K1/T1.3
helligdag	NOUN	K1/T1.3
gryden	NOUN	W3
kristtorn	NOUN	L3
lenshyldning	NOUN	S7.2+
hyldest	NOUN	S7.2+
tribut	NOUN	S7.2+
fødeland	NOUN	M7
husvild	ADJ	H4-
boligløs	ADJ	H4-
selvgjort	ADJ	O4.1
hjemmegjort	ADJ	O4.1
homøopat	NOUN	B3/S2mf
homøopatisk	ADJ	B3
homøopati	NOUN	B3
hjemsted	NOUN	H1
lektier	NOUN	P1 X2.4
hjemmearbejde	NOUN	P1 X2.4
mordoffer	NOUN	L1-/G2.1- G2.1c
finslibe	VERB	A1.1.1
judaspenge	NOUN	A5.2+
hvedebrødsdage	NOUN	K1/S4
gedeblad	NOUN	L3
kølerhjelm	NOUN	B5 O2 G2.1-/S2%m
hætteklædt	ADJ	B5
hook	NOUN	O2 O4.4 K5.1
koble	VERB	A9+ X5.2+
tøndebånd	NOUN	O2 O4.4
humle	NOUN	M1 L3
forhåbentlig	ADV	X2.6+ E4.1+ X9.2+ A5.1+ A13.3
horde	NOUN	S5+c
jagthorn	NOUN	O2/X3.2
horninstrument	NOUN	O2/X3.2
gedehams	NOUN	L2mfn
rædsel	NOUN	E5- O4.2- G2.2-/S2mf
gru	NOUN	E5- O4.2- G2.2-/S2mf
hestetrukket	ADJ	M3/L2
hestetrukken	ADJ	M3/L2
hostie	NOUN	S2mf B1@ Y2@ S9%
oblat	NOUN	S2mf B1@ Y2@ S9%
herberg	NOUN	H4/H1
vandrerhjem	NOUN	H4/H1
fjendtlighed	NOUN	S1.2.1- E3- E2-
hot	ADJ	O4.6+ X9.1+ O4.2+ X5.2+ G2.1- A12- S7.3+ E6- A7+++
strømførende	ADJ	O4.6+ X9.1+ O4.2+ X5.2+ G2.1- A12- S7.3+ E6- A7+++
drivbænk	NOUN	M7/X5.2+/Z6
varmebed	NOUN	M7/X5.2+/Z6
indhuse	VERB	H4
husmor	NOUN	S2.1/H1f B5%
husholdningsarbejde	NOUN	A1.1.1/H1
hvorledes	ADV	Z5 A13.3
hyl	NOUN	E4.1- Q2.2 X3.2
nav	NOUN	O2 A11.1+/M7
afskygning	NOUN	O4.3
mægtig	ADV	A13.3
human	ADJ	S2 S1.2.1+
ringagte	VERB	S7.1-
overarmsknogle	NOUN	B1
luftfugtighed	NOUN	O1.2
ydmygelse	NOUN	S7.2-
ydmyghed	NOUN	S1.2.3-
kolibri	NOUN	L2
humør	NOUN	E4.1+ E1
hundred	NUM	N1
ophængt	ADJ	M1 A7-
behængt	ADJ	M1 A7-
veludrustet	ADJ	M1 A7-
luns	NOUN	O2 S2.2m
jagthund	NOUN	K5.1/S2mf L2mfn O2
husbond	NOUN	S4m
ægtemand	NOUN	S4m
hydrogen	NOUN	O1.3
vandelskende	ADJ	O4.1/O1.2
vandskyende	ADJ	O4.1/O1.2
mødom	NOUN	B1
jomfruhinde	NOUN	B1
mødomshinde	NOUN	B1
hymne	NOUN	S9/K2
hypertekst	NOUN	Y2
islænding	NOUN	Z2/S2mf
underjeg	NOUN	X2
idealisere	VERB	A5.1+++/X4.1
enægget	ADJ	A6.1+++
egenart	NOUN	A6.2-
overfølsomhed	NOUN	A6.2-
særpræg	NOUN	A6.2-
særegenhed	NOUN	A6.2-
særhed	NOUN	A6.2-
iglo	NOUN	H1 H4
kvalm	ADJ	B2- A5.1-
illegitim	ADJ	S4 G2.1-
uægteskabelig	ADJ	S4 G2.1-
uretmæssig	ADJ	S4 G2.1-
uberettiget	ADJ	S4 G2.1-
uægte	ADJ	S4 G2.1-
syg	NOUN	B2-
imaginær	ADJ	A5.2-
indbildt	ADJ	A5.2-
forestillingsevne	NOUN	X2.1/A6.2- A5.2-
imitation	NOUN	A6.1+ A5.4-
ubesmittede	ADJ	O4.2+
infantil	ADJ	S1.2 T3-
umiddelbar	ADJ	N3.8+ T1.1.2/A11.1+ N4 N3.3- S4
immigrant	NOUN	M1/M7/S2mf
immigrere	VERB	M1/M7
amoral	NOUN	G2.2-
indvirkning	NOUN	A2.2 A1.1.1
nedskrivning	NOUN	B2- S8-
rigsretssag	NOUN	G2.1
uvedkommende	ADJ	S1.2.4-
fremfusende	ADJ	A1.3-
drivkraft	NOUN	A2.2
stædig	ADJ	S7.1+ A2.1-
trygle	VERB	Q2.2
implicere	VERB	Q1.1
indførsel	NOUN	I2.2/M2 A11.1+ Q1.1
vigtighed	NOUN	A11.1+
imposant	ADJ	O4.2+
statelig	ADJ	O4.2+
umuligt	ADJ	A7- A12-
besvangre	VERB	N5.1+ O1.2 B1
inseminere	VERB	N5.1+ O1.2 B1
fangenskab	NOUN	G2.1 A1.7+
ind	ADV	M6
intetsigende	ADJ	S1.2.6-
åndsforladt	ADJ	S1.2.6-
indbakke	NOUN	Q1.3/Y2
virak	NOUN	O1.1
uafladelig	ADJ	T2++
stadig	ADJ	T2++
blodskam	NOUN	G2.1-/S3.2
incidens	NOUN	N6
forbrændingsovn	NOUN	O2/O4.6+
fortand	NOUN	B1
tilbøjelighet	NOUN	X7+ O4.4
inkludering	NOUN	A1.8+
ukomplet	ADJ	N5.1-
ubegribelig	ADJ	X2.5-
uvigtig	ADJ	A11.1-
hensynsløs	ADJ	S1.2.3+
uomtvistelig	ADJ	A7+++
indtrængen	NOUN	M1/E2- M1/G3
ubeslutsom	ADJ	A7-
søreme	ADV	A13.3
sandelig	ADV	A13.3
sandhed	ADV	A13.3
utrættelig	ADJ	X5.2+
indeksere	VERB	Q4.1 N2 Q1.1 I1.3
indholdsfortegnelse	NOUN	Q4.1 N2 Q1.1 I1.3
inder	NOUN	Z2/S2mf F1
anvise	VERB	A10+ M6 Q1.1/M3
retningsviser	NOUN	A10+ O2 M3/O4.3
nøgletal	NOUN	A10+ O2 M3/O4.3
tiltale	NOUN	Q2.2 G2.1
opbragt	ADJ	E3-
indigneret	ADJ	E3-
indiskutabel	ADJ	A5.2+ A7+
indoktrinere	VERB	P1
indoktrinering	NOUN	P1
aflad	NOUN	S7.4+ F2 S9@
træg	ADJ	O4.1
uundgåelig	ADV	A7+++
uudtømmelig	ADJ	T2++ X5.2+
ussel	ADJ	X2.2+/G2.2-
infam	ADJ	X2.2+/G2.2-
mindreårig	NOUN	T3--/S2mf
lakaj	NOUN	G3c
infanteriregiment	NOUN	G3c
navnemåde	NOUN	Q3
navneform	NOUN	Q3
betændelse	NOUN	B2-
indstrømning	NOUN	M1/I1.1+ M1/S2
indflydelse	NOUN	S7.1+ A2.2
informant	NOUN	X2.2/S2mf G2.1/S2mf
informationer	NOUN	X2.2+
sjælden	ADV	N6-
opfindsomt	ADJ	X9.1+/A6.2-
inhalere	VERB	B1
iboende	ADJ	A6.2+
inhuman	ADJ	G2.2-
injektion	NOUN	B3 A9- Y1
sår	NOUN	B2- A1.1.2 E1
uret	NOUN	G2.1-
harmløs	ADJ	E3+
nyskabende	ADJ	T3-
forhør	NOUN	Q2.2 X2.4
videbegærlig	ADJ	X2.4
sindssyge	NOUN	S1.2.6- B2-/X1
utryg	ADJ	E6- A7-
lumsk	ADJ	A11.2-
skamløshed	NOUN	S1.2.4-
insolvens	NOUN	I1.2
insolvent	ADJ	I1.1-
søvnløshed	NOUN	B2-
afdrag	NOUN	I1.2 N5.1-
afbetaling	NOUN	I1.2 N5.1-
anstifter	NOUN	A2.2/S2mf
vejlederen	NOUN	Q2.2 P1
musikinstrument	NOUN	O2 K2 X4.2 B3 Y1
måleudstyr	NOUN	O2 K2 X4.2 B3 Y1
måleapparat	NOUN	O2 K2 X4.2 B3 Y1
måleinstrument	NOUN	O2 K2 X4.2 B3 Y1
fornærmelig	ADJ	Q2.2/S1.2.4-
assurandør	NOUN	I1/S2mf
efterretninger	NOUN	X9.1+ X2.2+ S1.2.6+
efterretningstjeneste	NOUN	X9.1+ X2.2+ S1.2.6+
vekselvirkning	NOUN	S1.1.2+ A1.1.1
forbøn	NOUN	S9/Q2.2 S1.1.2+
formidling	NOUN	S9/Q2.2 S1.1.2+
dørtelefon	NOUN	Q1.3
samtaleanlæg	NOUN	Q1.3
samleje	NOUN	S3.2/B1 S1.1.1
interdependens	NOUN	S7.1- A2.2
interessant	NOUN	X5.2+ I1.1 S8+ S1.1.3+
rente	NOUN	X5.2+ I1.1 S8+ S1.1.3+
brugergrænseflade	NOUN	Q1.1 S1.1.1 Y2
interferens	NOUN	S1.1.3+++ O3
formidler	NOUN	S8+/S2mf
indvendig	ADJ	M6 A10- G1.1
internationale	NOUN	M7/S5+c K5.1 K5.1/S2mf
mellemmenneskelig	ADJ	S1.1.1
tolke	VERB	X2.5+ Q3
tolkning	NOUN	X2.5+ K2 Q3
afhøre	VERB	Q2.2
udspørge	NOUN	Q2.2
forhøre	NOUN	Q2.2
afhøre	NOUN	Q2.2
spørgsmålstegn	NOUN	Q2.2
afhøring	NOUN	Q2.2
udspørgning	NOUN	Q2.2
skæringspunkt	NOUN	M3 A2.2
fællesmængde	NOUN	M3 A2.2
medvirken	NOUN	S1.1.3+ N4
indgreb	NOUN	S1.1.3+ N4
indblandning	NOUN	S1.1.3+ N4
mellemkrigs-	ADJ	T1.3
trusselfuld	ADJ	E5-
truende	ADJ	E5-
egentlig	ADJ	A6.2+
indadvendt	ADJ	S1.2.1-
invadere	VERB	G3 X7- M1
udrede	VERB	X2.4
indbyde	VERB	Q2.2
medføre	VERB	T2+ A1.5.1 S7.1+
anråbe	VERB	T2+ A1.5.1 S7.1+
påkalde	VERB	T2+ A1.5.1 S7.1+
regnbuehinde	NOUN	L3 B1
irrational	ADJ	S1.2.6-
uigendrivelig	ADJ	A7+ A5.2+
ansvarsløshed	NOUN	S1.2.6-
uansvarlighed	NOUN	S1.2.6-
overrisling	NOUN	A9-/O1.2
vanding	NOUN	A9-/O1.2
udskyldning	NOUN	A9-/O1.2
holm	NOUN	W3
øbo	NOUN	M7/S2mf
landtange	NOUN	W3
italisk	ADJ	Q1.2
rejserute	NOUN	M1
rejsehåndbog	NOUN	M1
rejseplan	NOUN	M1
rejseguide	NOUN	M1
dets	DET	Z8
efeu	NOUN	L3
våse	VERB	Q2.1
hanæsel	NOUN	O2
gøs	NOUN	O2
donkraft	NOUN	O2
æselhingst	NOUN	O2
jadegrøn	NOUN	O1.1
arresthus	NOUN	G2.1/H1
arrest	NOUN	G2.1/H1
knibe	NOUN	F1 M3/M8
pedel	NOUN	B4/S2mf
fagsprog	NOUN	Q3
jaspis	NOUN	O1.1
kastespyd	NOUN	K5.1
jazze	VERB	O4.2+
skinsyg	ADJ	E4.1-/S3.2 E4.1-/A9
jaloux	ADJ	E4.1-/S3.2 E4.1-/A9
misundelighed	NOUN	E4.1-/S3.2 E4.1-/A9
cowboybukser	NOUN	B5
benzindunk	NOUN	F1/O2
jerrycan	NOUN	F1/O2
stråle	NOUN	M5fn O2 N5 O1.1
klenodie	NOUN	B5 O4.2+
fok	NOUN	M4
stiksav	NOUN	K6 A12- O2
opdrag	NOUN	I3.1 A1.1.1 A12-
møbelsnedker	NOUN	C1/S2mf
joke	NOUN	E4.1+ S1.2.6-
vits	NOUN	E4.1+ S1.2.6-
joker	NOUN	E4.1+/S2mf S7.2-/S2mf K5.2@
spasmager	NOUN	E4.1+/S2mf S7.2-/S2mf K5.2@
spøgefugl	NOUN	E4.1+/S2mf S7.2-/S2mf K5.2@
drillepind	NOUN	E4.1+/S2mf S7.2-/S2mf K5.2@
jubilæum	NOUN	T1.2
dømmekraft	NOUN	X2.1 X6 G2.1
dømmesyk	ADJ	Q2.2/E2-
retslig	ADJ	G2.1
jonglere	VERB	K5.2 A2.1+ A1.1.1
jonglør	NOUN	K5.2/S2mf A2.1+/S2mf
jonglering	NOUN	K5.2 A2.1+ A1.1.1
juice	NOUN	F2 O1.2
saftig	ADJ	O1.2 S1.2.4-
knudepunkt	NOUN	M7/M3 M6 A1.7+
sammenkobling	NOUN	M7/M3 M6 A1.7+
jungle	NOUN	L3 A12-
ene	NOUN	L3
ragelse	NOUN	O4.2- M4%fn
junke	NOUN	O4.2- M4%fn
jura	NOUN	G2.1
retsvidenskab	NOUN	G2.1
retslærd	NOUN	G2.1/S2mf
nævninge	NOUN	G2.1c X6+/S5+c
just	ADV	A14 T3--- T1.3- N3.3---
blot	ADV	A14 T3--- T1.3- N3.3---
akkurat	ADV	A14 T3--- T1.3- N3.3---
bare	ADV	A14 T3--- T1.3- N3.3---
begrunde	VERB	G2.2+ A2.2 O4.1
kamikazepilot	NOUN	G3/S2mf A1.1.2
kamikazeaktion	NOUN	G3/S2mf A1.1.2
selvmordspilot	NOUN	G3/S2mf A1.1.2
borgtårn	NOUN	H1
barfred	NOUN	H1
kernetårn	NOUN	H1
fustage	NOUN	O2
tast	NOUN	O2 X9.2+ Q1.2
signaturforklaring	NOUN	O2 X9.2+ Q1.2
klaviatur	NOUN	Y2 K2
kardinalpunkt	NOUN	H2 A11.1+
grundprincip	NOUN	H2 A11.1+
slutsten	NOUN	H2 A11.1+
hovedpunkt	NOUN	H2 A11.1+
nøgleord	NOUN	Q3 Y2
stikord	NOUN	Q3 Y2
returkommission	NOUN	I1/G2.2-
gedekid	NOUN	S2mf/T3- S4mf L2
kid	NOUN	S2mf/T3- S4mf L2
bortførsel	NOUN	G2.1-
bortførelse	NOUN	G2.1-
ihjelslå	VERB	L1- A12- A1.5.1 E4.1-/A2.2
eliminere	VERB	L1- A12- A1.5.1 E4.1-/A2.2
aflivning	NOUN	L1-
banemand	NOUN	L1-/S2mf L1- S8- K5.2@
pivfræk	ADJ	L1- E4.1+@
kilt	NOUN	B5
rar	ADJ	S1.2/S8+ S1.2.2-
børnehaveklasse	NOUN	P1/H1
ophidse	VERB	T2+
fænge	VERB	T2+
optændingsmateriale	NOUN	O1.1
venligst	ADV	S1.2/S8+ S1.2.2-
venlig	ADV	S1.2/S8+ S1.2.2-
imødekommenhed	NOUN	S1.2/S8+ S1.2.2-
elskværdighed	NOUN	S1.2/S8+ S1.2.2-
bevægelsesmæssig	ADJ	Y1
motorisk	ADJ	Y1
kong	NOUN	S7.1+/S2.2m
kongerige	NOUN	G1.1 M7/S7.1+ A4.1/L2
isfugl	NOUN	L2mfn O4.3
kongeskab	NOUN	S7.1+
ætling	NOUN	S4
frænde	NOUN	S4
møs	NOUN	S3.2
udrustning	NOUN	O2
glente	NOUN	K6 L2mfn
killing	NOUN	L2mfn
kattekilling	NOUN	I1.1 L2mfn
kleptoman	NOUN	B2-/G2.1-/S2mf
ælte	VERB	A2.1+ A1.1.1
knæskal	NOUN	B1
knæbukser	NOUN	B5
bankning	NOUN	X3.2 A1.1.1 E3- A12- Q2.2 S3.2@
kalveknæet	ADJ	B1 O4.2-
hårdknude	NOUN	O2 X2.5- N3.8
hævelse	NOUN	O2 X2.5- N3.8
bule	NOUN	O2 X2.5- N3.8
knast	NOUN	O2 X2.5- N3.8
knytte	VERB	A1.1.1
sammenbinde	VERB	A1.1.1
sagkundskab	NOUN	X2.2+
know-how	NOUN	X2.2+
megetsigende	ADV	X2.2+
kundskab	NOUN	X2.2+ S3.2/B1%
kendskab	NOUN	X2.2+ S3.2/B1%
kno	NOUN	B1
føje	VERB	S7.1- S1.2.5- S1.2.4+
prostrere	VERB	S7.1- S1.2.5- S1.2.4+
hæder	NOUN	S7.2+
cadeau	NOUN	S7.2+
etiket	NOUN	Q1.2 Q2.2
arbejdskraftintensiv	ADJ	I3.1/S5+
landarbejder	NOUN	I3.1/S2mf
fødselsveer	NOUN	A1.1.1 A12- I3.1/S5+ B1
guldregn	NOUN	L3
snørre	VERB	A1.1.1 A2.1+
knipling	NOUN	B5
lakonisk	ADJ	Q2.1/N5-
lakere	VERB	B5
lillemand	NOUN	S2.2m
gut	NOUN	S2.2m
strandsø	NOUN	W3/M4
lammekød	NOUN	L2mfn F1
lamt	ADJ	B2-
lam	ADJ	B2-
olielampe	NOUN	O2/W2 O3
gadelygte	NOUN	O2
lygtepæl	NOUN	O2
lande	VERB	M1 M2 M5 M4 A9+ A2.2
trappeafsats	NOUN	H2 M4 M5 G3 A9+ A2.2
repos	NOUN	H2 M4 M5 G3 A9+ A2.2
landmærke	NOUN	M7/A11.2+ A11.1+
skelsættende	NOUN	M7/A11.2+ A11.1+
jordejer	NOUN	A9+/S2mf
bjergskred	NOUN	X9.2++ W3
jordskredssejr	NOUN	X9.2++ W3
vognbane	NOUN	M3/H3
tungemål	NOUN	Q3 Y2
sprogbeherskelse	NOUN	Q3 Y2
ordvalg	NOUN	Q3 Y2
trættes	VERB	E4.1-
lanterne	NOUN	O2/W2
skød	NOUN	B1 K5.1 N3.3
jakkerevers	NOUN	B5
vibe	NOUN	L2
lærketræ	NOUN	L3
kåd	ADJ	S3.2+/G2.2-
lysten	ADJ	S3.2+/G2.2-
liderlig	ADJ	S3.2+/G2.2-
piskesnert	NOUN	B1 O2 E3-
piskeslag	NOUN	B1 O2 E3-
tøs	NOUN	S2.1f
vedvare	VERB	T2++ T1.3
sidst	ADJ	N4
senest	ADJ	N4
læst	NOUN	O2
sen	ADV	T4- T1.1
drejebænk	NOUN	O2
råderum	NOUN	W3
latrin	NOUN	B4
latter	NOUN	E4.1+/X3.2
le	VERB	E4.1+/X3.2
søsætning	NOUN	M4fn M5 T2+
opsende	VERB	M4 M5 T2+
søsætte	VERB	M4 M5 T2+
møntvaskeri	NOUN	B4/M7
vasketøj	NOUN	B4 B4/H1
laurbær	NOUN	L3
laurbærkrans	NOUN	L3
loven	NOUN	G2.1 S6+ Y1
retsløshed	NOUN	G2.1-
plæne	NOUN	L3/H3
græsslåmaskine	NOUN	O2/F4
sagfører	NOUN	G2.1/I3.2/S2mf
læg	ADJ	I3.2-
læg-	ADJ	I3.2-
kvad	NOUN	S3.2/B1 K2 B5%
kvæde	NOUN	S3.2/B1 K2 B5%
lægfolk	NOUN	I3.2-/S2mf
lægmand	NOUN	I3.2-/S2mf
fyringsrunde	NOUN	I3.1-
dovenskab	NOUN	X5.2-
lad	ADJ	X5.2-/S1.2
førerskab	NOUN	S7.1+
utæthed	NOUN	A1.7- A1.1.2 A10+/Q2.2
læk	NOUN	A1.7- A1.1.2 A10+/Q2.2
hundesnor	NOUN	O2
permission	NOUN	K1/T1.3 S7.4+
overlade	VERB	M1 M2 A1.1.1 A1.9 A9- T2-
forelæsning	NOUN	Q2.2 P1
forelæse	VERB	Q2.2 P1
forelæser	NOUN	P1/S2mf
hovedbog	NOUN	Q1.2
kassebog	NOUN	Q1.2
kassejournal	NOUN	Q1.2
porre	NOUN	F1 L3
venstreorienteret	ADJ	M6 G1.2 N5.2+
venstrefløjen	NOUN	M6 G1.2c
etape	NOUN	B1 O2 N3.3
legal	ADJ	G2.1 G2.1+
lovmæssigt	ADV	G2.1+
læsbar	ADJ	Q1.2
lovgiverske	NOUN	G2.1/S2mf
lovgiverinde	NOUN	G2.1/S2mf
benarbejde	NOUN	A1.1.1
ledighed	NOUN	K1
hjælpesætning	NOUN	Q3
opslagsform	NOUN	Q3
citrongul	ADJ	O4.3
citronsmag	NOUN	F1 L3 F2 O4.3
långiver	NOUN	A9-/S2mf
faste	NOUN	S9/T1.3
læbbe	ADJ	S3.2/B1
forpagter	NOUN	I2.2/S2mf
lektie	NOUN	P1 S9/Q4.1
letargi	NOUN	B2-
bogstav	NOUN	Q1.2 Q3
postkasse	NOUN	H2
leukæmi	NOUN	B2-
nøgtern	ADJ	O4.4 A4.2+
nivelleringsinstrument	NOUN	N3.7 N5 S5+ A5.1 X9.1 A4.1 S7.1
vaterpas	NOUN	N3.7 N5 S5+ A5.1 X9.1 A4.1 S7.1
planere	VERB	O4.4 Q2.2 M2
nivellere	VERB	O4.4 Q2.2 M2
udligne	VERB	O4.4 Q2.2 M2
vægtstang	NOUN	O2 A2.2
løftestang	NOUN	M2 S7.1+
leksikograf	NOUN	Q3/S2mf
forbindelsesofficer	NOUN	S1.1.2+
bagvaske	VERB	Q1.2/A5.2- Q1.2/A1.1.2 G2.1-
sværte	VERB	Q1.2/A5.2- Q1.2/A1.1.2 G2.1-
injurie	NOUN	Q1.2/A5.2- Q1.2/A1.1.2 G2.1-
ærekrænkelse	NOUN	Q1.2/A5.2- Q1.2/A1.1.2 G2.1-
smædeskrift	NOUN	Q1.2/A5.2- Q1.2/A1.1.2 G2.1-
æresfornærmelse	NOUN	Q1.2/A5.2- Q1.2/A1.1.2 G2.1-
hæmningsløs	ADJ	G2.2-
utøjlet	ADJ	G2.2-
tøjlesløs	ADJ	G2.2-
slikke	VERB	B1 S7.1+
lyve	VERB	A5.2- M1 T2++ M6 A3+
redningssvømmer	NOUN	M4/A15+/I3.2/S2mf
livsvarig	ADJ	T1.3+
løft	NOUN	O2/M2 M3 E4.1+/A2.1
elevator	NOUN	O2/M2 M3 E4.1+/A2.1
kalorielet	ADJ	W2 O4.3 N3.5- N5- N3.2- A12+ X3.2- F1 A11.1- O4.2+
belyst	ADJ	W2 O4.3 N3.5- N5- N3.2- A12+ X3.2- F1 A11.1- O4.2+
triviel	ADJ	W2 O4.3 N3.5- N5- N3.2- A12+ X3.2- F1 A11.1- O4.2+
lyskurv	NOUN	W2 O3/W2 M3 O4.6+ X4.1 E1
lyskilde	NOUN	W2 O3/W2 M3 O4.6+ X4.1 E1
lyne	VERB	O4.3 X5.2+/A2.1 E4.1+/A2.1 N3.5-/A2.1 A12+/A2.1
cigarettænder	NOUN	O2/O4.6+
lægter	NOUN	O2/O4.6+
ligter	NOUN	O2/O4.6+
fyrtøj	NOUN	O2/O4.6+
lynglimt	NOUN	W2/W4 N3.8+
lynnedslag	NOUN	W2/W4 N3.8+
som	ADJ	A6.1+
syren	NOUN	L3
grænseværdi	NOUN	N5.1 A1.7+ M7
albueskæl	NOUN	L3 G3@
hjørnesten	NOUN	A11.1+
lundstikke	NOUN	A11.1+
krumtap	NOUN	A11.1+
hovedhjørnesten	NOUN	A11.1+
grundpille	NOUN	A11.1+
akselsplit	NOUN	A11.1+
sprogvidenskabsmand	NOUN	Q3/S2mf
sprogforsker	NOUN	Q3/S2mf
sproglig	ADJ	Q3
sprogvidenskabelig	ADJ	Q3
sprogvidenskab	NOUN	Q3
sammenkæde	VERB	A2.2 S5+ A1.1.1
hørfrø	NOUN	L3
hunløve	NOUN	L2f
læbestift	NOUN	B4
likvidering	NOUN	E3/L1- I2.1
læspen	NOUN	Q2.2/B2-
tilhører	NOUN	X3.2/S2mf
bogstavelig	ADV	A13.2 Q3
retsforfølge	VERB	G2.1
procedere	VERB	G2.1
procesførelse	NOUN	G2.1
retstvist	NOUN	G2.1
små	ADJ	N3.2- T3- N3.7- N3.3- T1.3- A11.1-
levebrød	NOUN	I3.1
liberi	NOUN	B5 Q1.1
firben	NOUN	L2mfn
laste	VERB	M2 G3
indlæse	VERB	M2 G3
gummiged	NOUN	O2 M2/S2mf
gummihjulslæsser	NOUN	O2 M2/S2mf
pålæsning	NOUN	M2
optagning	NOUN	M2
beliggenhed	NOUN	M7
lokalisering	NOUN	M7
låsesmed	NOUN	C1/S2mf
log	NOUN	O2 Q1.2 N2
forsyningstropper	NOUN	A1.1.1c
slikkepind	NOUN	F1 A9+ O2/M3
slikpind	NOUN	F1 A9+ O2/M3
enspænder	NOUN	S5-/S2mf S5-
længe	ADV	T1.3+
langmodig	ADJ	E3+ B2-
langtids-	ADJ	T1.3+
langsiktig	ADJ	T1.3+
opsøge	VERB	A8 X3.4 X2.4 X7+ Z4
kikke	VERB	A8 X3.4 X2.4 X7+ Z4
vævestol	NOUN	O2
løkke	NOUN	O4.4 O2
strømkreds	NOUN	O4.4 O2
godsejer	NOUN	S7.1+/S2.2m S9/S2.2m
lensherre	NOUN	S7.1+/S2.2m S9/S2.2m
lord	NOUN	S7.1+/S2.2m S9/S2.2m
husherre	NOUN	S7.1+/S2.2m S9/S2.2m
forlis	NOUN	I1.2 A9- S8- L1-
vildfaren	ADJ	X9.2- A9- M6/A5.3- L1-
tomt	NOUN	N5 S5+ A3+ A1.4 M7 O2
grundstykke	NOUN	N5 S5+ A3+ A1.4 M7 O2
højlydt	ADV	X3.2+ A11.2+
højtaler	NOUN	O3
elskverdig	ADJ	O4.2+
elskov	NOUN	S3.2 E2+ E2+/S2mf
søde	NOUN	S3.2 E2+ E2+/S2mf
lyste	VERB	E2+
elskerinde	NOUN	S3.2/S2mf E2+/S2mf
nedringet	ADJ	B5/O4.1
lukrativ	ADJ	I1.1+
lunken	ADJ	O4.6 X5.2-
godnatsang	NOUN	K2
skovhugger	NOUN	I3.1/F4/S2mf
middagsmad	NOUN	F1
lokkemiddel	NOUN	X5.2+
liderlighed	NOUN	E2+
luksuriøs	ADJ	O4.2++
luksuøs	ADJ	O4.2++
lymfe	NOUN	B1
los	NOUN	L2mfn
sangtekst	NOUN	Q3
maskinlæsbar	ADJ	Y2
malstrøm	NOUN	X2.5- E3-
sejd	NOUN	S9
højsind	NOUN	S1.2.2-
ædelmod	NOUN	S1.2.2-
ædelmodighed	NOUN	S1.2.2-
storsindet	ADJ	S1.2.2-
magnolia	NOUN	L3 O4.3
magnolie	NOUN	L3 O4.3
husskade	NOUN	L2mfn
stuepige	NOUN	I3.1/B4/S2.1f S2.1f%
posten	NOUN	Q1.2
postvæsenet	NOUN	Q1.2
brynje	NOUN	Q1.2
mail	NOUN	Q1.2
lemlæste	VERB	A1.1.2
hoved-	NOUN	O2/M4 O3
hovedledning	NOUN	O2/M4 O3
stormast	NOUN	M4/O2
hævdelse	NOUN	A1.1.1 I1.1 I1.1/S4 T2++
fuldmyndig	ADJ	A11.1+ N3.2+
myndighedsalder	NOUN	N5+++c
fabrikat	NOUN	A4.1
fabrikant	NOUN	A1.1.1/S2mf
sminke	NOUN	B4
mandlig	ADJ	S2.2
han-	ADJ	S2.2
handyr	NOUN	S2.2m
hanplante	NOUN	S2.2m
mandsdomineret	ADJ	S2.2/S7.1+
maliciøs	ADJ	E3-
gråand	NOUN	L2
fejlernæring	NOUN	F1/N5-
brik	NOUN	S2.2m
direktion	NOUN	S7.1+c
bestyrer	NOUN	S7.1+/S2mf K1/S7.1+/S2mf K5/S7.1+/S2mf
promotor	NOUN	S7.1+/S2mf K1/S7.1+/S2mf K5/S7.1+/S2mf
man	NOUN	L2/B1 B1
maniodepressiv	ADJ	B2-/X1
manio-depressiv	ADJ	B2-/X1
åbenbar	ADJ	A11.2+
manifest	ADJ	A11.2+
menneskehed	NOUN	S2
mandig	ADJ	S2.2
landsted	NOUN	H1c H1/G2.1
herskabsvilla	NOUN	H1
herskabshus	NOUN	H1
palæ	NOUN	H1
manddrab	NOUN	L1-
glødenet	NOUN	B5 S7.1+
brugervejledning	NOUN	Q4.1/P1 M3fn
brugsanvisning	NOUN	Q4.1/P1 M3fn
mangen	DET	N5+
ær	NOUN	L3
maratonløb	NOUN	K5.1 T1.3+
marmorkugle	NOUN	O1.1 O2
grænsemark	NOUN	M1 G3 G1.2
grænseland	NOUN	M1 G3 G1.2
mare	NOUN	L2fn
fløjlsblomst	NOUN	L3
morgenfrue	NOUN	L3
tagetes	NOUN	L3
marijuana	NOUN	F3
marinesoldat	NOUN	G3/M4/S2mf
mariner	NOUN	G3/M4/S2mf
marin	ADJ	M4 W3/M4
markeds-	NOUN	I2.2 I2.2/H1
målgruppe	NOUN	I2.2 I2.2/H1
finskytte	NOUN	G3/S2.2m
opmærkning	NOUN	I1.3+/A2.1 Q1.2
maron	NOUN	O4.3 G3
markis	NOUN	S7.1+/S2.1f
giftermål	NOUN	S4
